url,written,written_human_readable,origin
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT48.ome.zarr,4025656810.0,3.75 GB,https://idr.openmicroscopy.org/webclient/?show=plate-5719
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT08.ome.zarr,3987642624.0,3.71 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4294
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT58.ome.zarr,4025480659.2,3.75 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4341
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT34.ome.zarr,4020766310.4,3.74 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4320
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT19.ome.zarr,3937877126.4,3.67 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4306
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT51.ome.zarr,4149861004.8,3.86 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4333
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT04.ome.zarr,4052673945.6,3.77 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4290
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT33.ome.zarr,4031951212.8,3.76 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4319
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT26.ome.zarr,4041876384.0,3.76 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4313
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT13.ome.zarr,4049841062.4,3.77 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4300
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT28.ome.zarr,4067886278.4,3.79 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4315
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT32.ome.zarr,4141261017.6,3.86 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4318
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT27.ome.zarr,4022980684.8,3.75 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4314
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT17.ome.zarr,3992934624.0,3.72 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4304
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT47.ome.zarr,4093166784.0,3.81 GB,https://idr.openmicroscopy.org/webclient/?show=plate-5724
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT44.ome.zarr,3932248051.2,3.66 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4329
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT53.ome.zarr,4086354182.4,3.81 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4335
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT46.ome.zarr,4074522547.2,3.79 GB,https://idr.openmicroscopy.org/webclient/?show=plate-5718
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT38.ome.zarr,4152968332.8,3.87 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4324
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT06.ome.zarr,4057064793.6,3.78 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4292
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT49.ome.zarr,3991497081.6,3.72 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4331
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT67.ome.zarr,4082238182.4,3.80 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4348
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT24.ome.zarr,3992905996.8,3.72 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4311
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT02.ome.zarr,4193586028.8,3.91 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4288
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT52.ome.zarr,4156168800.0,3.87 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4334
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT59.ome.zarr,4098240249.6,3.82 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4342
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT29.ome.zarr,3940912684.8,3.67 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4316
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT64.ome.zarr,4010429606.4,3.74 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4346
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT40.ome.zarr,4099538688.0,3.82 GB,https://idr.openmicroscopy.org/webclient/?show=plate-5717
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT60.ome.zarr,4057605216.0,3.78 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4343
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT56.ome.zarr,4147952121.6,3.86 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4337
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT61.ome.zarr,4147702809.6,3.86 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4344
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT42.ome.zarr,4077702720.0,3.80 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4327
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT16.ome.zarr,4062526675.2,3.78 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4303
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT50.ome.zarr,3938491872.0,3.67 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4332
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT09.ome.zarr,4002631584.0,3.73 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4296
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0012/HT30.ome.zarr,3901511040.0,3.63 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4317
