url,written,written_human_readable,origin
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0004/P119.ome.zarr,331668414.59999996,316.30 MB,https://idr.openmicroscopy.org/webclient/?show=plate-1764
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0004/P150.ome.zarr,277571659.6,264.71 MB,https://idr.openmicroscopy.org/webclient/?show=plate-1794
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0004/P118.ome.zarr,189717670.8,180.93 MB,https://idr.openmicroscopy.org/webclient/?show=plate-1763
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0004/P126.ome.zarr,354265253.4,337.85 MB,https://idr.openmicroscopy.org/webclient/?show=plate-1769
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0004/P135.ome.zarr,374591163.2,357.24 MB,https://idr.openmicroscopy.org/webclient/?show=plate-1778
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0004/P136.ome.zarr,382031511.59999996,364.33 MB,https://idr.openmicroscopy.org/webclient/?show=plate-1779
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0004/P147.ome.zarr,321343756.8,306.46 MB,https://idr.openmicroscopy.org/webclient/?show=plate-1790
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0004/P108.ome.zarr,396317758.2,377.96 MB,https://idr.openmicroscopy.org/webclient/?show=plate-1756
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0004/P131.ome.zarr,400666403.2,382.11 MB,https://idr.openmicroscopy.org/webclient/?show=plate-1773
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0004/P107.ome.zarr,398017773.0,379.58 MB,https://idr.openmicroscopy.org/webclient/?show=plate-1755
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0004/P143.ome.zarr,405765175.2,386.97 MB,https://idr.openmicroscopy.org/webclient/?show=plate-1786
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0004/P125.ome.zarr,301683703.2,287.71 MB,https://idr.openmicroscopy.org/webclient/?show=plate-1768
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0004/P171.ome.zarr,263904054.40000004,251.68 MB,https://idr.openmicroscopy.org/webclient/?show=plate-1796
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0004/P123.ome.zarr,240010441.20000002,228.89 MB,https://idr.openmicroscopy.org/webclient/?show=plate-1766
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0004/P102.ome.zarr,193655464.4,184.68 MB,https://idr.openmicroscopy.org/webclient/?show=plate-1752
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0004/P124.ome.zarr,183320461.8,174.83 MB,https://idr.openmicroscopy.org/webclient/?show=plate-1767
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0004/P141.ome.zarr,367694365.79999995,350.66 MB,https://idr.openmicroscopy.org/webclient/?show=plate-1784
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0004/P137.ome.zarr,401111444.0,382.53 MB,https://idr.openmicroscopy.org/webclient/?show=plate-1780
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0004/P106.ome.zarr,353750671.0,337.36 MB,https://idr.openmicroscopy.org/webclient/?show=plate-1754
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0004/P127.ome.zarr,250526353.39999998,238.92 MB,https://idr.openmicroscopy.org/webclient/?show=plate-1770
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0004/P132.ome.zarr,353194439.40000004,336.83 MB,https://idr.openmicroscopy.org/webclient/?show=plate-1966
